env,episode,model,success,steps,reward,buffer_size,history_window,tokens,time
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,1,29,0.7721505165100098
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,1,29,0.7732961177825928
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,1,29,0.7739286422729492
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,1,29,0.7703478336334229
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,1,29,0.7703945636749268
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,False,50,0.0,2,2,112,3.016233444213867
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,True,38,0.86640625,2,2,84,2.2499518394470215
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,24,0.915625,2,2,52,1.3914988040924072
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,False,50,0.0,2,2,114,3.047140121459961
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,False,50,0.0,2,2,114,3.0408225059509277
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,3,29,0.7854130268096924
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,3,29,0.7838013172149658
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,3,29,0.783045768737793
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,3,29,0.7830486297607422
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,2,3,29,0.7841782569885254
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,1,29,0.7643816471099854
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,1,29,0.7649502754211426
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,1,29,0.765885591506958
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,1,29,0.7661690711975098
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,1,29,0.7658498287200928
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,True,24,0.915625,3,2,52,1.3870658874511719
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,False,50,0.0,3,2,114,3.0725433826446533
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,38,0.86640625,3,2,84,2.2503178119659424
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,True,24,0.915625,3,2,52,1.3963589668273926
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,True,24,0.915625,3,2,52,1.3916893005371094
MiniGrid-Empty-8x8-v0,0,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,3,29,0.7864909172058105
MiniGrid-Empty-8x8-v0,1,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,3,29,0.7887718677520752
MiniGrid-Empty-8x8-v0,2,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,3,29,0.7852373123168945
MiniGrid-Empty-8x8-v0,3,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,3,29,0.8001925945281982
MiniGrid-Empty-8x8-v0,4,Qwen/Qwen2.5-7B-Instruct,True,13,0.954296875,3,3,29,0.7871623039245605
